product_id,product_name,brand,category,ingredients,clean_label,price,discount,Average_units_sold,units_sold,average_rating,num_reviews,shelf_life,packaging_type,review_id,review_text,rating,platform,date,reviewer_location,sentiment_score,sentiment_category,transaction_id,purchase_date,quantity,price_per_unit,region,season,channel,ingredients_count,has_dates,has_cocoa,has_protein,customer_gender,age_numeric,Success
TWT_013,Peanut Butter Protein Bars - Box of 8,The Whole Truth,Protein Bars,"Whey Protein, Cocoa, Almonds, Dates, Natural Flavoring",1,800,0,605,1010,4.0,72,12.0,Paper-based,REV_003339,Too expensive for the quality offered.,2,Instagram,2024-03-02 2:03:10,Pune,-0.56,Negative,TXN_003339,2024-03-02 2:03:10,3,800,Pune,Summer,Social Media,5,1,1,1,0.0,30.0,1
TWT_019,CREAMY- Unsweetened Peanut Butter - Pack of 325g,The Whole Truth,Peanut Butter,"Dates, Sea Salt, Peanuts",1,225,0,1083,1056,4.1,87,12.0,Recyclable Plastic,REV_003377,Packaging was damaged on arrival.,2,Own Website,2024-03-07 21:02:28,Pune,-0.91,Negative,TXN_003377,2024-03-07 21:02:28,1,225,Pune,Summer,Marketplace,3,1,0,0,0.0,30.0,1
TWT_021,71% Dark Chocolate Sweetened with Dates - Pack of 3,The Whole Truth,Dark Chocolate,"Cocoa Butter, Cocoa, Dates, Cocoa Powder, Almonds",0,1047,0,827,1266,4.5,113,24.0,Recyclable Plastic,REV_003380,"Decent product overall, nothing exceptional.",3,Own Website,2023-10-05 20:20:45,Pune,0.16,Positive,TXN_003380,2023-10-05 20:20:45,1,1047,Pune,Festive,Social Media,5,1,1,0,0.0,21.0,1
TWT_024,Almond Millet Cocoa - Pack of 8 Millet Bars,The Whole Truth,Millet Bars,"Nuts, Natural Flavoring, Dates",0,1000,0,937,1451,4.4,115,24.0,Eco-friendly,REV_003388,Acceptable quality for the price.,3,Flipkart,2024-05-26 11:27:46,Pune,-0.15,Negative,TXN_003388,2024-05-26 11:27:46,2,1000,Pune,Summer,App,3,1,0,0,1.0,30.0,1
TWT_024,Almond Millet Cocoa - Pack of 8 Millet Bars,The Whole Truth,Millet Bars,"Millet, Dates, Natural Flavoring",1,1000,0,942,585,3.7,57,24.0,Paper-based,REV_003397,Packaging was damaged on arrival.,2,Swiggy Instamart,2024-01-22 4:38:55,Pune,-0.77,Negative,TXN_003397,2024-01-22 4:38:55,1,1000,Pune,Winter,Website Direct,3,1,0,0,0.0,50.0,1
TWT_021,71% Dark Chocolate Sweetened with Dates - Pack of 3,The Whole Truth,Dark Chocolate,"Dates, Cocoa Butter, Cocoa Powder, Almonds, Cocoa",1,1047,0,921,494,4.4,80,24.0,Paper-based,REV_003415,Acceptable quality for the price.,3,Flipkart,2024-12-04 10:41:09,Pune,0.04,Neutral,TXN_003415,2024-12-04 10:41:09,3,1047,Pune,Winter,Online,5,1,1,0,0.0,50.0,1
TWT_023,Double Cocoa Mini Protein Bars - Box of 12,The Whole Truth,Mini Bars,"Cocoa, Protein Powder, Cocoa Powder, Dates, Almonds",0,720,0,798,282,4.5,77,12.0,Eco-friendly,REV_003424,Packaging was damaged on arrival.,2,Instagram,2023-10-09 14:28:34,Pune,-1.0,,TXN_003424,2023-10-09 14:28:34,1,720,Pune,Festive,Online,5,1,1,1,1.0,55.0,1
TWT_020,CRUNCHY- Unsweetened Peanut Butter - Pack of 325g,The Whole Truth,Peanut Butter,"Peanuts, Sea Salt, Dates",0,225,0,545,586,4.0,139,24.0,Eco-friendly,REV_003440,Overpriced compared to competitors.,1,Instagram,2024-06-17 11:36:49,Pune,-0.83,Negative,TXN_003440,2024-06-17 11:36:49,2,225,Pune,Monsoon,Online,3,1,0,0,0.0,21.0,1
TWT_010,Double Cocoa Protein Bars - Box of 8,The Whole Truth,Protein Bars,"Cocoa Powder, Dates, Almonds, Cocoa, Natural Flavoring, Whey Protein",1,800,0,676,1055,4.3,115,24.0,Eco-friendly,REV_003443,Poor quality control and taste.,2,BigBasket,2023-05-13 21:09:34,Pune,-0.95,Negative,TXN_003443,2023-05-13 21:09:34,3,800,Pune,Summer,Social Media,6,1,1,1,0.0,55.0,1
TWT_019,CREAMY- Unsweetened Peanut Butter - Pack of 325g,The Whole Truth,Peanut Butter,"Peanuts, Dates, Sea Salt",1,225,0,1083,543,4.1,45,24.0,Recyclable Plastic,REV_003451,Not worth the price point at all.,1,Own Website,2024-10-08 2:01:34,Pune,-0.35,Negative,TXN_003451,2024-10-08 2:01:34,3,225,Pune,Festive,Marketplace,3,1,0,0,0.0,40.0,1
TWT_024,Almond Millet Cocoa - Pack of 8 Millet Bars,The Whole Truth,Millet Bars,"Cocoa Powder, Cocoa, Dates, Nuts, Millet",0,1000,0,980,1070,4.2,98,18.0,Eco-friendly,REV_003452,Perfect for my daily nutrition needs.,5,BigBasket,2024-03-11 0:08:30,Pune,0.79,Positive,TXN_003452,2024-03-11 0:08:30,1,1000,Pune,Summer,Online,5,1,1,0,1.0,21.0,1
TWT_023,Double Cocoa Mini Protein Bars - Box of 12,The Whole Truth,Mini Bars,"Protein Powder, Cocoa, Almonds",0,720,0,844,1292,3.9,193,24.0,Paper-based,REV_003458,"Regular product, meets basic expectations.",3,Swiggy Instamart,2024-02-18 11:17:59,Pune,-0.02,Neutral,TXN_003458,2024-02-18 11:17:59,2,720,Pune,Winter,App,3,0,1,1,0.0,40.0,1
TWT_015,Choco Fruit Crunch Muesli - Pack of - 350g x 1,The Whole Truth,Muesli,"Dates, Seeds, Almonds",1,499,0,847,805,3.6,56,18.0,Eco-friendly,REV_003459,Overpriced compared to competitors.,1,Nykaa,2024-03-25 6:47:31,Pune,-0.89,Negative,TXN_003459,2024-03-25 6:47:31,1,499,Pune,Summer,App,3,1,0,0,1.0,50.0,0
TWT_010,Double Cocoa Protein Bars - Box of 8,The Whole Truth,Protein Bars,"Natural Flavoring, Dates, Cocoa, Cocoa Powder, Whey Protein",0,800,0,758,409,4.4,103,18.0,Eco-friendly,REV_003462,"Disappointing purchase, won't buy again.",2,Amazon,2024-04-02 22:31:25,Pune,-0.72,Negative,TXN_003462,2024-04-02 22:31:25,2,800,Pune,Summer,Website Direct,5,1,1,1,1.0,50.0,1
TWT_024,Almond Millet Cocoa - Pack of 8 Millet Bars,The Whole Truth,Millet Bars,"Dates, Natural Flavoring, Cocoa",1,1000,0,730,1244,4.1,163,24.0,Recyclable Plastic,REV_003465,"Disappointing purchase, won't buy again.",2,Own Website,2024-11-03 23:09:25,Pune,-0.6,Negative,TXN_003465,2024-11-03 23:09:25,5,1000,Pune,Festive,Online,3,1,1,0,1.0,40.0,1
TWT_022,Almond Choco Fudge - Box of 10,The Whole Truth,Energy Bars,"Seeds, Dried Fruits, Nuts, Dates, Cocoa",1,750,0,832,1376,3.6,75,24.0,Recyclable Plastic,REV_003483,"Neither good nor bad, just average.",3,Instagram,2024-02-26 0:07:37,Pune,0.05,Neutral,TXN_003483,2024-02-26 0:07:37,2,750,Pune,Winter,Marketplace,5,1,1,0,0.0,21.0,0
TWT_020,CRUNCHY- Unsweetened Peanut Butter - Pack of 325g,The Whole Truth,Peanut Butter,"Dates, Sea Salt, Peanuts",0,225,0,678,414,4.4,124,24.0,Eco-friendly,REV_003494,Outstanding value for money and great taste.,4,Flipkart,2024-08-01 19:50:39,Pune,0.58,Positive,TXN_003494,2024-08-01 19:50:39,1,225,Pune,Monsoon,App,3,1,0,0,0.0,30.0,1
TWT_017,No Added Sugar 5 Grain Muesli - Pack of - 350g x 1,The Whole Truth,Muesli,"Almonds, Oats, Dried Fruits, Seeds, Raisins",1,349,0,762,818,3.6,95,24.0,Recyclable Plastic,REV_003507,Standard protein supplement.,3,Flipkart,2023-07-21 11:43:33,Pune,0.08,Neutral,TXN_003507,2023-07-21 11:43:33,3,349,Pune,Monsoon,Marketplace,5,0,0,0,1.0,50.0,0
TWT_016,"Nuts, Fruits & Seeds Muesli - Pack of - 350g x 1",The Whole Truth,Muesli,"Seeds, Raisins, Almonds, Oats",1,349,0,971,842,3.7,157,12.0,Eco-friendly,REV_003517,"Neither good nor bad, just average.",3,Instagram,2023-10-22 11:03:54,Pune,0.07,Neutral,TXN_003517,2023-10-22 11:03:54,4,349,Pune,Festive,Online,4,0,0,0,0.0,30.0,0
TWT_020,CRUNCHY- Unsweetened Peanut Butter - Pack of 325g,The Whole Truth,Peanut Butter,"Peanuts, Dates, Sea Salt",0,225,0,545,815,4.5,34,12.0,Eco-friendly,REV_003526,Finally found a healthy snack option that tastes good.,5,Instagram,2024-02-05 5:19:49,Pune,0.46,Positive,TXN_003526,2024-02-05 5:19:49,1,225,Pune,Winter,Social Media,3,1,0,0,1.0,30.0,1
TWT_024,Almond Millet Cocoa - Pack of 8 Millet Bars,The Whole Truth,Millet Bars,"Dates, Cocoa, Millet, Cocoa Powder",0,1000,0,937,1061,4.2,51,12.0,Eco-friendly,REV_003530,Expected more from this brand.,2,Flipkart,2024-10-17 5:58:44,Pune,-0.79,Negative,TXN_003530,2024-10-17 5:58:44,5,1000,Pune,Festive,Website Direct,4,1,1,0,0.0,55.0,1
TWT_022,Almond Choco Fudge - Box of 10,The Whole Truth,Energy Bars,"Dates, Nuts, Dried Fruits, Seeds, Cocoa",0,750,0,897,340,4.0,123,18.0,Eco-friendly,REV_003540,Average taste and texture.,3,Nykaa,2024-09-21 1:28:23,Pune,0.08,Neutral,TXN_003540,2024-09-21 1:28:23,1,750,Pune,Monsoon,Website Direct,5,1,1,0,0.0,55.0,0
TWT_022,Almond Choco Fudge - Box of 10,The Whole Truth,Energy Bars,"Nuts, Dates, Cocoa, Seeds, Dried Fruits",1,750,0,773,200,4.3,50,18.0,Recyclable Plastic,REV_003553,Taste could be much better.,1,Own Website,2024-09-03 1:03:58,Pune,-0.55,Negative,TXN_003553,2024-09-03 1:03:58,1,750,Pune,Monsoon,Marketplace,5,1,1,0,0.0,55.0,0
TWT_024,Almond Millet Cocoa - Pack of 8 Millet Bars,The Whole Truth,Millet Bars,"Cocoa, Millet, Natural Flavoring, Nuts",0,1000,0,980,366,3.6,169,18.0,Paper-based,REV_003570,"Neither good nor bad, just average.",3,BigBasket,2024-09-19 4:02:35,Pune,0.04,Neutral,TXN_003570,2024-09-19 4:02:35,2,1000,Pune,Monsoon,Online,4,0,1,0,1.0,55.0,1
TWT_023,Double Cocoa Mini Protein Bars - Box of 12,The Whole Truth,Mini Bars,"Dates, Cocoa Powder, Cocoa, Almonds, Protein Powder",1,720,0,798,786,3.7,165,24.0,Eco-friendly,REV_003597,Perfect for my daily nutrition needs.,5,Instagram,2023-04-27 23:39:34,Pune,0.45,Positive,TXN_003597,2023-04-27 23:39:34,3,720,Pune,Summer,App,5,1,1,1,0.0,55.0,1
TWT_022,Almond Choco Fudge - Box of 10,The Whole Truth,Energy Bars,"Nuts, Dates, Dried Fruits",0,750,0,832,1168,4.1,34,24.0,Paper-based,REV_003600,Great quality and perfect for post-workout nutrition.,5,Instagram,2023-06-04 0:25:10,Pune,0.7,Positive,TXN_003600,2023-06-04 0:25:10,1,750,Pune,Monsoon,Website Direct,3,1,0,0,1.0,55.0,0
TWT_021,71% Dark Chocolate Sweetened with Dates - Pack of 3,The Whole Truth,Dark Chocolate,"Cocoa Butter, Cocoa Powder, Almonds",1,1047,0,921,1112,3.9,136,24.0,Recyclable Plastic,REV_003607,"Neither good nor bad, just average.",3,Flipkart,2023-11-10 17:26:34,Pune,-0.14,Negative,TXN_003607,2023-11-10 17:26:34,3,1047,Pune,Festive,Website Direct,3,0,1,0,0.0,30.0,1
TWT_023,Double Cocoa Mini Protein Bars - Box of 12,The Whole Truth,Mini Bars,"Cocoa, Protein Powder, Cocoa Powder, Dates, Almonds",1,720,0,961,1478,3.6,53,12.0,Eco-friendly,REV_003609,Poor quality control and taste.,2,Amazon,2024-12-02 13:37:37,Pune,-0.54,Negative,TXN_003609,2024-12-02 13:37:37,1,720,Pune,Winter,App,5,1,1,1,0.0,55.0,1
TWT_019,CREAMY- Unsweetened Peanut Butter - Pack of 325g,The Whole Truth,Peanut Butter,"Peanuts, Dates, Sea Salt",0,225,0,816,645,3.6,73,18.0,Recyclable Plastic,REV_003616,Finally found a healthy snack option that tastes good.,5,Amazon,2023-09-23 4:58:40,Pune,0.69,Positive,TXN_003616,2023-09-23 4:58:40,2,225,Pune,Monsoon,Marketplace,3,1,0,0,0.0,55.0,1
TWT_023,Double Cocoa Mini Protein Bars - Box of 12,The Whole Truth,Mini Bars,"Almonds, Cocoa, Dates, Cocoa Powder, Protein Powder",1,720,0,834,411,3.7,132,24.0,Recyclable Plastic,REV_003627,Good for the price range.,3,Nykaa,2023-04-25 9:27:00,Pune,0.09,Neutral,TXN_003627,2023-04-25 9:27:00,2,720,Pune,Summer,Website Direct,5,1,1,1,0.0,50.0,1
TWT_024,Almond Millet Cocoa - Pack of 8 Millet Bars,The Whole Truth,Millet Bars,"Nuts, Millet, Cocoa, Dates",0,1000,0,980,1094,3.8,43,18.0,Recyclable Plastic,REV_003628,Standard protein supplement.,3,BigBasket,2023-05-22 15:09:44,Pune,-0.12,Negative,TXN_003628,2023-05-22 15:09:44,2,1000,Pune,Summer,App,4,1,1,0,0.0,21.0,1
TWT_021,71% Dark Chocolate Sweetened with Dates - Pack of 3,The Whole Truth,Dark Chocolate,"Dates, Cocoa Powder, Cocoa, Almonds",1,1047,0,882,614,4.5,146,18.0,Eco-friendly,REV_003635,Standard protein supplement.,3,Swiggy Instamart,2024-01-04 18:37:07,Pune,0.1,Neutral,TXN_003635,2024-01-04 18:37:07,1,1047,Pune,Winter,App,4,1,1,0,0.0,30.0,1
TWT_022,Almond Choco Fudge - Box of 10,The Whole Truth,Energy Bars,"Dates, Dried Fruits, Nuts",0,750,0,832,1499,4.4,161,18.0,Recyclable Plastic,REV_003640,Highly recommend for health-conscious people.,4,Instagram,2024-10-18 22:42:17,Pune,0.51,Positive,TXN_003640,2024-10-18 22:42:17,5,750,Pune,Festive,Social Media,3,1,0,0,0.0,21.0,0
TWT_012,Coffee Cocoa Protein Bars - Box of 8,The Whole Truth,Protein Bars,"Dates, Almonds, Cocoa",1,800,0,675,855,4.2,196,24.0,Paper-based,REV_003643,Poor quality control and taste.,2,Swiggy Instamart,2024-04-17 16:09:16,Pune,-0.47,Negative,TXN_003643,2024-04-17 16:09:16,2,800,Pune,Summer,Online,3,1,1,0,1.0,21.0,1
TWT_019,CREAMY- Unsweetened Peanut Butter - Pack of 325g,The Whole Truth,Peanut Butter,"Dates, Peanuts, Sea Salt",1,225,0,1103,1244,4.2,31,24.0,Paper-based,REV_003645,Taste could be much better.,1,Nykaa,2024-02-01 9:18:29,Pune,-0.43,Negative,TXN_003645,2024-02-01 9:18:29,2,225,Pune,Winter,Online,3,1,0,0,0.0,21.0,1
TWT_022,Almond Choco Fudge - Box of 10,The Whole Truth,Energy Bars,"Seeds, Nuts, Dates, Dried Fruits, Cocoa",1,750,0,832,852,4.1,175,12.0,Recyclable Plastic,REV_003651,Average taste and texture.,3,Instagram,2024-04-22 20:26:01,Pune,-0.06,Neutral,TXN_003651,2024-04-22 20:26:01,3,750,Pune,Summer,App,5,1,1,0,1.0,30.0,0
TWT_024,Almond Millet Cocoa - Pack of 8 Millet Bars,The Whole Truth,Millet Bars,"Cocoa, Millet, Dates, Cocoa Powder, Nuts, Natural Flavoring",0,1000,0,762,702,3.6,51,12.0,Recyclable Plastic,REV_003682,Perfect for my daily nutrition needs.,4,Instagram,2024-07-20 5:55:57,Pune,0.67,Positive,TXN_003682,2024-07-20 5:55:57,1,1000,Pune,Monsoon,Social Media,6,1,1,0,1.0,40.0,1
TWT_021,71% Dark Chocolate Sweetened with Dates - Pack of 3,The Whole Truth,Dark Chocolate,"Cocoa Butter, Almonds, Dates",1,1047,0,827,1317,3.8,190,24.0,Paper-based,REV_003683,Good for the price range.,3,Own Website,2024-10-09 16:36:43,Pune,-0.07,Neutral,TXN_003683,2024-10-09 16:36:43,5,1047,Pune,Festive,Social Media,3,1,1,0,0.0,21.0,1
TWT_009,Hazelnut Cocoa Protein Bars - Box of 8,The Whole Truth,Protein Bars,"Natural Flavoring, Cocoa, Almonds",0,1200,0,606,988,4.4,150,12.0,Recyclable Plastic,REV_003714,Good for the price range.,3,Nykaa,2023-04-09 15:16:51,Pune,0.01,Neutral,TXN_003714,2023-04-09 15:16:51,3,1200,Pune,Summer,Social Media,3,0,1,0,0.0,55.0,1
TWT_009,Hazelnut Cocoa Protein Bars - Box of 8,The Whole Truth,Protein Bars,"Cocoa Powder, Natural Flavoring, Almonds, Whey Protein",1,1200,0,811,1376,4.0,46,24.0,Recyclable Plastic,REV_003757,Excellent protein content and no artificial flavors.,4,Amazon,2024-02-06 9:41:59,Pune,0.77,Positive,TXN_003757,2024-02-06 9:41:59,3,1200,Pune,Winter,App,4,0,1,1,0.0,50.0,1
TWT_016,"Nuts, Fruits & Seeds Muesli - Pack of - 350g x 1",The Whole Truth,Muesli,"Dates, Almonds, Raisins, Oats, Seeds",1,349,0,1076,976,3.5,178,18.0,Recyclable Plastic,REV_003765,Perfect for my daily nutrition needs.,5,Own Website,2024-05-05 16:11:46,Pune,0.44,Positive,TXN_003765,2024-05-05 16:11:46,2,349,Pune,Summer,Online,5,1,0,0,1.0,55.0,0
TWT_012,Coffee Cocoa Protein Bars - Box of 8,The Whole Truth,Protein Bars,"Natural Flavoring, Cocoa, Dates, Whey Protein, Almonds",0,800,0,779,442,4.4,188,12.0,Eco-friendly,REV_003772,Standard protein supplement.,3,Amazon,2023-08-08 21:47:10,Pune,-0.03,Neutral,TXN_003772,2023-08-08 21:47:10,2,800,Pune,Monsoon,Marketplace,5,1,1,1,1.0,30.0,1
TWT_015,Choco Fruit Crunch Muesli - Pack of - 350g x 1,The Whole Truth,Muesli,"Dried Fruits, Dates, Raisins, Almonds, Seeds, Oats",1,499,0,847,1438,3.7,81,24.0,Recyclable Plastic,REV_003779,Good for the price range.,3,Nykaa,2024-11-25 18:26:17,Pune,-0.16,Negative,TXN_003779,2024-11-25 18:26:17,3,499,Pune,Festive,Marketplace,6,1,0,0,1.0,40.0,0
TWT_024,Almond Millet Cocoa - Pack of 8 Millet Bars,The Whole Truth,Millet Bars,"Cocoa Powder, Nuts, Millet",1,1000,0,730,999,4.1,181,24.0,Paper-based,REV_003801,Poor quality control and taste.,2,Own Website,2024-02-08 21:40:29,Pune,-0.46,Negative,TXN_003801,2024-02-08 21:40:29,3,1000,Pune,Winter,Social Media,3,0,1,0,1.0,40.0,1
TWT_020,CRUNCHY- Unsweetened Peanut Butter - Pack of 325g,The Whole Truth,Peanut Butter,"Peanuts, Dates, Sea Salt",0,225,0,971,1115,4.3,159,24.0,Paper-based,REV_003804,Okay option for health-conscious people.,3,Nykaa,2023-07-01 6:57:23,Pune,-0.01,Neutral,TXN_003804,2023-07-01 6:57:23,1,225,Pune,Monsoon,App,3,1,0,0,0.0,55.0,1
TWT_017,No Added Sugar 5 Grain Muesli - Pack of - 350g x 1,The Whole Truth,Muesli,"Oats, Almonds, Raisins, Dates, Seeds, Dried Fruits",0,349,0,801,1442,3.9,128,18.0,Recyclable Plastic,REV_003818,"Regular product, meets basic expectations.",3,Instagram,2024-06-23 2:14:43,Pune,0.09,Neutral,TXN_003818,2024-06-23 2:14:43,2,349,Pune,Monsoon,App,6,1,0,0,1.0,55.0,0
TWT_022,Almond Choco Fudge - Box of 10,The Whole Truth,Energy Bars,"Seeds, Cocoa, Nuts, Dates, Dried Fruits",0,750,0,897,342,3.8,121,12.0,Eco-friendly,REV_003840,Perfect for my daily nutrition needs.,4,Nykaa,2024-04-20 14:00:45,Pune,0.62,Positive,TXN_003840,2024-04-20 14:00:45,3,750,Pune,Summer,Website Direct,5,1,1,0,0.0,50.0,0
TWT_022,Almond Choco Fudge - Box of 10,The Whole Truth,Energy Bars,"Cocoa, Nuts, Dried Fruits, Seeds",1,750,0,863,534,4.2,88,24.0,Eco-friendly,REV_003845,Poor quality control and taste.,2,Amazon,2024-02-15 6:38:35,Pune,-0.34,Negative,TXN_003845,2024-02-15 6:38:35,3,750,Pune,Winter,Website Direct,4,0,1,0,0.0,55.0,0
TWT_024,Almond Millet Cocoa - Pack of 8 Millet Bars,The Whole Truth,Millet Bars,"Cocoa, Cocoa Powder, Nuts",1,1000,0,762,725,3.9,93,18.0,Paper-based,REV_003849,Okay option for health-conscious people.,3,Instagram,2023-10-23 16:42:22,Pune,0.07,Neutral,TXN_003849,2023-10-23 16:42:22,3,1000,Pune,Festive,App,3,0,1,0,1.0,21.0,1
TWT_015,Choco Fruit Crunch Muesli - Pack of - 350g x 1,The Whole Truth,Muesli,"Oats, Raisins, Dried Fruits, Almonds, Dates",1,499,0,894,1445,4.3,173,12.0,Recyclable Plastic,REV_003857,Great quality and perfect for post-workout nutrition.,4,Own Website,2024-08-06 7:30:31,Pune,0.83,Positive,TXN_003857,2024-08-06 7:30:31,1,499,Pune,Monsoon,Marketplace,5,1,0,0,0.0,55.0,0
TWT_024,Almond Millet Cocoa - Pack of 8 Millet Bars,The Whole Truth,Millet Bars,"Natural Flavoring, Cocoa, Millet",0,1000,0,762,635,3.7,107,12.0,Recyclable Plastic,REV_003876,"Disappointing purchase, won't buy again.",1,Instagram,2023-08-14 7:41:15,Pune,-0.34,Negative,TXN_003876,2023-08-14 7:41:15,2,1000,Pune,Monsoon,Website Direct,3,0,1,0,0.0,40.0,1
TWT_016,"Nuts, Fruits & Seeds Muesli - Pack of - 350g x 1",The Whole Truth,Muesli,"Oats, Almonds, Dates, Raisins, Seeds",0,349,0,1076,1500,3.9,177,18.0,Recyclable Plastic,REV_003878,Love the clean ingredients and natural taste.,5,Own Website,2023-12-21 5:02:05,Pune,0.45,Positive,TXN_003878,2023-12-21 5:02:05,1,349,Pune,Winter,Online,5,1,0,0,0.0,30.0,0
TWT_022,Almond Choco Fudge - Box of 10,The Whole Truth,Energy Bars,"Seeds, Dried Fruits, Cocoa, Dates, Nuts",1,750,0,834,690,4.3,167,12.0,Eco-friendly,REV_003883,Amazing product! Really helps with my fitness goals.,4,Swiggy Instamart,2024-11-19 21:19:58,Pune,0.7,Positive,TXN_003883,2024-11-19 21:19:58,3,750,Pune,Festive,Online,5,1,1,0,1.0,55.0,0
TWT_023,Double Cocoa Mini Protein Bars - Box of 12,The Whole Truth,Mini Bars,"Cocoa, Dates, Almonds, Protein Powder, Cocoa Powder",0,720,0,902,374,4.0,74,12.0,Recyclable Plastic,REV_003884,Excellent protein content and no artificial flavors.,4,BigBasket,2023-04-26 1:12:01,Pune,0.73,Positive,TXN_003884,2023-04-26 1:12:01,2,720,Pune,Summer,App,5,1,1,1,1.0,55.0,1
TWT_017,No Added Sugar 5 Grain Muesli - Pack of - 350g x 1,The Whole Truth,Muesli,"Oats, Seeds, Raisins, Dried Fruits",1,349,0,762,239,3.8,150,18.0,Recyclable Plastic,REV_003889,"Regular product, meets basic expectations.",3,Flipkart,2024-10-06 20:10:07,Pune,-0.05,Neutral,TXN_003889,2024-10-06 20:10:07,5,349,Pune,Festive,App,4,0,0,0,0.0,55.0,0
TWT_023,Double Cocoa Mini Protein Bars - Box of 12,The Whole Truth,Mini Bars,"Protein Powder, Almonds, Cocoa Powder, Dates, Cocoa",0,720,0,844,1126,4.4,97,12.0,Eco-friendly,REV_003890,Love the clean ingredients and natural taste.,5,Swiggy Instamart,2023-10-06 5:20:22,Pune,0.56,Positive,TXN_003890,2023-10-06 5:20:22,3,720,Pune,Festive,Social Media,5,1,1,1,0.0,55.0,1
TWT_015,Choco Fruit Crunch Muesli - Pack of - 350g x 1,The Whole Truth,Muesli,"Dates, Raisins, Seeds, Dried Fruits, Almonds",1,499,0,847,315,3.5,165,12.0,Recyclable Plastic,REV_003891,Standard protein supplement.,3,Nykaa,2023-03-20 22:05:12,Pune,0.01,Neutral,TXN_003891,2023-03-20 22:05:12,1,499,Pune,Summer,Website Direct,5,1,0,0,0.0,40.0,0
TWT_014,All in One - Box of 8 Protein Bars,The Whole Truth,Protein Bars,"Natural Flavoring, Whey Protein, Almonds, Dates, Cocoa",0,850,0,633,552,4.1,188,18.0,Paper-based,REV_003904,Perfect for my daily nutrition needs.,5,Amazon,2024-05-08 4:39:00,Pune,0.85,Positive,TXN_003904,2024-05-08 4:39:00,3,850,Pune,Summer,Website Direct,5,1,1,1,0.0,50.0,1
TWT_013,Peanut Butter Protein Bars - Box of 8,The Whole Truth,Protein Bars,"Cocoa, Almonds, Whey Protein, Natural Flavoring, Dates",1,800,0,535,682,3.5,149,24.0,Eco-friendly,REV_003907,Too expensive for the quality offered.,1,Flipkart,2023-03-06 18:01:30,Pune,-0.67,Negative,TXN_003907,2023-03-06 18:01:30,3,800,Pune,Summer,Online,5,1,1,1,1.0,21.0,1
TWT_024,Almond Millet Cocoa - Pack of 8 Millet Bars,The Whole Truth,Millet Bars,"Cocoa Powder, Natural Flavoring, Millet",1,1000,0,942,1338,4.4,90,24.0,Paper-based,REV_003913,Taste could be much better.,2,Swiggy Instamart,2024-10-08 9:24:40,Pune,-0.48,Negative,TXN_003913,2024-10-08 9:24:40,4,1000,Pune,Festive,Online,3,0,1,0,1.0,30.0,1
TWT_024,Almond Millet Cocoa - Pack of 8 Millet Bars,The Whole Truth,Millet Bars,"Cocoa, Millet, Natural Flavoring, Cocoa Powder, Nuts, Dates",1,1000,0,969,396,4.2,81,18.0,Paper-based,REV_003949,Taste could be much better.,2,Nykaa,2023-03-07 14:07:17,Pune,-0.31,Negative,TXN_003949,2023-03-07 14:07:17,2,1000,Pune,Summer,Online,6,1,1,0,0.0,50.0,1
TWT_021,71% Dark Chocolate Sweetened with Dates - Pack of 3,The Whole Truth,Dark Chocolate,"Cocoa, Dates, Almonds, Cocoa Powder, Cocoa Butter",1,1047,0,723,268,4.0,83,12.0,Paper-based,REV_003953,Acceptable quality for the price.,3,Instagram,2024-02-06 5:51:22,Pune,-0.19,Negative,TXN_003953,2024-02-06 5:51:22,1,1047,Pune,Winter,Social Media,5,1,1,0,0.0,30.0,1
TWT_021,71% Dark Chocolate Sweetened with Dates - Pack of 3,The Whole Truth,Dark Chocolate,"Dates, Cocoa Powder, Cocoa Butter, Almonds, Cocoa",0,1047,0,747,850,3.8,123,24.0,Recyclable Plastic,REV_004000,Too expensive for the quality offered.,2,BigBasket,2023-03-09 7:47:16,Pune,-0.39,Negative,TXN_004000,2023-03-09 7:47:16,3,1047,Pune,Summer,Online,5,1,1,0,1.0,55.0,1
TWT_024,Almond Millet Cocoa - Pack of 8 Millet Bars,The Whole Truth,Millet Bars,"Cocoa, Dates, Cocoa Powder, Nuts, Natural Flavoring, Millet",0,1000,0,969,1300,4.4,101,12.0,Recyclable Plastic,REV_004002,Excellent protein content and no artificial flavors.,4,Nykaa,2024-01-09 22:21:06,Pune,0.65,Positive,TXN_004002,2024-01-09 22:21:06,3,1000,Pune,Winter,App,6,1,1,0,0.0,55.0,1
TWT_021,71% Dark Chocolate Sweetened with Dates - Pack of 3,The Whole Truth,Dark Chocolate,"Dates, Cocoa Butter, Almonds, Cocoa Powder",0,1047,0,921,699,3.8,75,12.0,Recyclable Plastic,REV_004016,Not worth the price point at all.,1,Flipkart,2024-03-06 17:43:02,Pune,-0.62,Negative,TXN_004016,2024-03-06 17:43:02,1,1047,Pune,Summer,Marketplace,4,1,1,0,0.0,30.0,1
TWT_022,Almond Choco Fudge - Box of 10,The Whole Truth,Energy Bars,"Seeds, Dried Fruits, Dates, Cocoa, Nuts",0,750,0,773,681,4.3,76,12.0,Paper-based,REV_004024,Excellent protein content and no artificial flavors.,4,Own Website,2023-09-06 16:09:19,Pune,0.93,Positive,TXN_004024,2023-09-06 16:09:19,3,750,Pune,Monsoon,Marketplace,5,1,1,0,1.0,50.0,0
